"Visit Date",Team,"Dist. Rep.","Business Name","Visit Notes",Orders,"Image 1","Image 2","Image 3","Image 4"
"08/20/26 22:44:12ET",Gallo,May,"Bar Mash ","Kelsey not in but usually Tuesday’s are good.  Will follow up. ",0,,,,
"08/20/26 20:48:17ET",Coppock,Menard,"Bedford Falls CHS (CHS)","Brian not in. Sent a text. Hoping to collab on some football specials.",0,,,,
"08/20/26 22:59:18ET",Gallo,Menard,"Francis Marion (CHS)","Bartender, new island and Rusty bull. Approval from bar manager. Left cell sheet and will text Hannah. For assistance.",0,,,,
"08/20/26 22:47:16ET",Gallo,Menard,"The Clubhouse (CHS)","Checkup on my Thursday $2 bucket deal. Going to do some football specials with them. ",1,,,,
"08/20/26 19:28:13ET",Kelley,Rohal,"Tio's Latin American Kitchen (CHS)","Met with Ben about beer. He wants to order an Oktoberfest. Slow here right now. He is going to pick up a 1/6 BBL.",1,,,,
"08/20/26 21:07:32ET",Kelley,Livingston,"X Golf Hilton Head (CHS)","Spent most of my day here setting up for tomorrow’s tasting event. They do their soft opening tomorrow at 12. Hoping for the best!",0,,,,
"08/19/26 20:04:25ET",Kelley,Livingston,"Bluffton Seafood (CHS)","Michael is on vacation and Jessica just left right before I got here. They are both the managers and I think they both do beer orders for the bar. I left a sale sheet and my contact info as well for them.",0,https://bogmayer.bevtrack.net/assets/bogmayer/img/meetingImg/6a85f029436a5.jpg,,,
"08/19/26 19:09:34ET",Kelley,Rohal,"Calhoun's (CHS)","Letty is apparently always off on Wednesday. I wanted to try to get her one of the Oktoberfest before they were out. ",0,,,,
"08/19/26 20:18:30ET",Coppock,,"Charleston Sports Pub-Summerville (CHS)","Spoke with Sarah and Cam the bar manager doesn’t come in until 5 most days. Asked about the coaster program and she said they get so many of them now from various reps that have a plethora. ",0,https://bogmayer.bevtrack.net/assets/bogmayer/img/meetingImg/6a85f375ad039.jpg,,,
"08/19/26 20:44:10ET",Coppock,Menard,"Crab Shack-Coosaw (CHS)","Caught Kelsey the bar manager who was just about to place her SV order this afternoon. Went over pricing and options. She is most likely going to put an order in but had a full bar so she gave me her info to let me know what she decides later. Also let her know about the coaster program and she seemed interested. ",0,https://bogmayer.bevtrack.net/assets/bogmayer/img/meetingImg/6a85f97a3b005.jpg,,,
"08/19/26 20:20:33ET",Kelley,Rohal,"El Nuevo Grill-Bluffton (CHS)","Ebin was busy so I left a sample of  SB Oktoberfest with his wife to give to him to try when he has a chance.",0,,,,
"08/19/26 20:15:37ET",Kelley,Rohal,"Giuseppi's-Bluffton (CHS)","Just dropped off a sample of SB Oktoberfest to Lori. She is going to try and let me know. Beats bowling Yankees are still in draft and it seems to be going well.",0,https://bogmayer.bevtrack.net/assets/bogmayer/img/meetingImg/6a85f2c8025de.jpg,https://bogmayer.bevtrack.net/assets/bogmayer/img/meetingImg/6a85f2c8a94ca.jpg,,
"08/19/26 20:27:35ET",Kelley,Rohal,"Katie O'Donald's (CHS)","Joe will not be in for another hour. I’m going to try to stop by again after he gets here, but not sure if I’ll make it. In case I don’t, I’m dropping off my card and a sample of SB Oktoberfest for him to see if they want to bring that in. I will follow up with him via text or phone call if I don’t happen to make it back by",0,https://bogmayer.bevtrack.net/assets/bogmayer/img/meetingImg/6a85f595e76fb.jpg,https://bogmayer.bevtrack.net/assets/bogmayer/img/meetingImg/6a85f59680547.jpg,,
"08/19/26 19:52:21ET",Coppock,Coburn,"Kickin' Chicken - Dorchester (CHS)","Currently not carrying any of our brands. Spoke with manager on duty and left a sell sheet and my card. He said I’d need to speak to the GM, Kendra. He did not have her info and said she would not be in until Friday evening. Will check back soon. ",0,https://bogmayer.bevtrack.net/assets/bogmayer/img/meetingImg/6a85ed54a7665.jpg,https://bogmayer.bevtrack.net/assets/bogmayer/img/meetingImg/6a85ed553aa8a.jpg,,
"08/19/26 18:59:07ET",Kelley,Rohal,"Local Pie-Bluffton (CHS)","Spoke with the bartender who said Maddie who does the ordering will not be in until later today. Maddie did want me to stop by to check to see if they wanted anything. I’ll have to give her a call when she gets in to check.",0,,,,
"08/19/26 21:20:23ET",Kelley,Rohal,"One Hot Mama's Bluffton (CHS)","Stopped by and spoke with Trey. He is wanting to pick up a 1/2 of SB Oktoberfest. I’m dropping off a handle for him as well.",1,,,,
"08/19/26 19:57:39ET",Kelley,Rohal,"Peaceful Henry's (CHS)","Bill says he still has too many kegs in his cooler and he’s not ready for Oktoberfest yet he wants it eventually if it’s still in stock hopefully…",0,,,,
"08/19/26 19:25:08ET",Coppock,Coburn,"Top Dawg Tavern - Sville (CHS)","Dropped off glasses for their tasting on Thursday. Gave them 2 boxes as they are planning on using some to give away but also need them for the bar. Also dropped off coasters and discussed $10 ICL pitchers for football season. Went over RBF and SB Oktoberfest pricing with Sarah. She wants to order a half barrel next week and is hoping to do a stein holding contest with it in September. ",1,,,,
"08/19/26 21:29:11ET",Coppock,Wannamaker,"Whiskey Run Sports Bar (CHS)","Nicole is the bar manager and doesn’t typically come in until 10 pm. Bartender didn’t have her info but I left a self sheet and my card. They do have JJ cans but none of our brands on draft. ",0,https://bogmayer.bevtrack.net/assets/bogmayer/img/meetingImg/6a8604061cb48.jpg,,,
"08/18/26 21:12:25ET",Coppock,Menard,"Cantina 76 - Mt Pleasant (CHS)","Lost my photo but estuary and Pacifico are on draft. Manager isn’t interested in bringing in any other SKUs for draft or cans at the moment ",0,,,,
"08/18/26 19:41:21ET",Gallo,Mathias,"Harris Teeter #19 (CHS)","Solid stock all products. No order needed.",0,,,,
"08/18/26 14:20:44ET",Gallo,Scruggs,"Harris Teeter #365 (CHS)","OOS 4/6 IcL will let Freddie know when it arrrives on warehouse ",1,,,,
"08/18/26 22:23:36ET",Coppock,,"Juanita Greenbergs (CHS)","Spoke with bar manager. They gave JJ and DY already, so I let her know about our coaster program. She is considering bringing ICL cans in. She will speak with Joey on the next order. ",0,,,,
"08/18/26 20:18:25ET",Coppock,Jackson,"Locals - Mt P (CHS)","Met with Clayton and Rick. They are most likely going to put RBF or SB Oktoberfest on draft in their order next week. I will follow up, but I told them to let me know so that I can bring a tap handle by for them if they need it. ",0,,,,
"08/18/26 20:56:39ET",Coppock,Berardelli,"Mix (CHS)","Looks like they are definitely closed for good ",0,,,,
"08/18/26 20:36:20ET",Coppock,Menard,"Paisano's-Mt. Pleasant (CHS)","Met Jackson and he let me know DY is their best seller! He also has actually been looking for something similar to Mich ultra for draft that was more local so I gave him an IA and a couple of other samples. He’s going to let me know what he thinks in a couple of days! ",0,https://bogmayer.bevtrack.net/assets/bogmayer/img/meetingImg/6a84a62460089.jpg,,,
"08/18/26 21:05:22ET",Coppock,Livingston,"Red Drum (CHS)","Closed no one inside. ",0,,,,
"08/18/26 20:55:40ET",Coppock,Jackson,"Southern Bar & Grill (CHS)","Don said Allison was not in but he took my info to give her. He’s not sure what’s going on with SC because she does all the ordering but they do still have our sticker on their tap and a few other local beers on the lines so I will stay on them. ",0,https://bogmayer.bevtrack.net/assets/bogmayer/img/meetingImg/6a84aaab93b9f.jpg,https://bogmayer.bevtrack.net/assets/bogmayer/img/meetingImg/6a84aaac2f0ad.jpg,,
"08/18/26 20:29:01ET",Gallo,Mathias,"Total Wine & More #705-Mt P (CHS)","Text Jeremy for Dance and ICL 4/6 order. ",2,https://bogmayer.bevtrack.net/assets/bogmayer/img/meetingImg/6a84a46d54b7b.jpg,,,
"08/18/26 21:01:18ET",Coppock,Berardelli,"Ty's Roadside Coastal Kitchen (CHS)","Not open until 5 pm ",0,,,,
"08/18/26 13:47:05ET",Gallo,Welsh,"V Go #21 - Savannah Hwy (CHS)","Low on ICL- no RB or DY ",3,https://bogmayer.bevtrack.net/assets/bogmayer/img/meetingImg/6a844639223dc.jpg,,,
"08/18/26 14:16:26ET",Gallo,Scruggs,"Whole Foods #10698 (CHS)","Failed attempt to get to Zane- will follow up with Rob/Allen this week and get a deck to walk into Zane and other MT P store. ",0,https://bogmayer.bevtrack.net/assets/bogmayer/img/meetingImg/6a844d1a22363.jpg,,,
"08/18/26 22:16:29ET",Coppock,Berardelli,"Windjammer (CHS)","Spoke with Nikki she wants 7 cases of ICL. She’s going to think in the RBF and octoberfest. ",1,,,,
"08/18/26 20:09:55ET",Kelley,Livingston,"X Golf Hilton Head (CHS)","Spent some time here getting things going they’re placing an order for beer from all three brands. They are putting three of our beers on draft and bringing in different cases. They’re having a soft opening this Friday, which I will be here doing a tasting. They are going to start a bucket program as well. I hung POS everywhere.",0,https://bogmayer.bevtrack.net/assets/bogmayer/img/meetingImg/6a849ff1e3476.jpg,https://bogmayer.bevtrack.net/assets/bogmayer/img/meetingImg/6a849ff27fb46.jpg,,
"08/17/26 22:01:35ET",Gallo,Menard,"Aloft Hotel - Tanger (CHS)","Juice juice selling well.  Dropped a sample of Active-/ ICL and sell sheet for FB. ",0,,,,
"08/17/26 21:58:37ET",Gallo,Kuffel,"Blue Water #07 (CHS)","No 19.2’s here-  will reach out to Allen’s crew ",0,,,,
"08/17/26 22:27:55ET",Coppock,Jackson,"Coconut Joe's IOP (CHS)","No manager in. Did not have her info to give me either. ",0,,,,
"08/17/26 21:39:43ET",Coppock,Berardelli,"Dinghy (CHS)","Asked them to add RB to the board. Rachel not in, shot her a text. ",0,https://bogmayer.bevtrack.net/assets/bogmayer/img/meetingImg/6a83637ee2b33.jpg,https://bogmayer.bevtrack.net/assets/bogmayer/img/meetingImg/6a83637f7047c.jpg,,
"08/17/26 20:46:12ET",Coppock,Jackson,"Dunleavy's Pub (CHS)","Owner was in but couldn’t come out and chat because he was “elbows deep in chicken salad.” He did ask for my info though so I left it with a sell sheet. Hoping to get JJ in here so will check back ",0,https://bogmayer.bevtrack.net/assets/bogmayer/img/meetingImg/6a8356f3a6a35.jpg,,,
"08/17/26 20:52:08ET",Coppock,Jackson,"Hometeam BBQ - Sullivans (CHS)","Spoke with manager Michelle. Bar manager not in but is absolutely going to change over the taps for fall. Will check back in. She said wed mornings are best. ",0,https://bogmayer.bevtrack.net/assets/bogmayer/img/meetingImg/6a8358577353a.jpg,,,
"08/17/26 22:32:03ET",Coppock,Jackson,"Lawrence Seafood - IOP (CHS)","Leann was not in but said she is normally there every day besides thurs and fri. They are no longer carrying ICL so I will try and catch her soon to discuss ",0,https://bogmayer.bevtrack.net/assets/bogmayer/img/meetingImg/6a836fc228f1c.jpg,,,
"08/17/26 20:05:45ET",Coppock,Jackson,"Locals - Mt P (CHS)","Clayton not in, set up a meeting for tomorrow with him and head bartender.",0,https://bogmayer.bevtrack.net/assets/bogmayer/img/meetingImg/6a834d785b687.jpg,,,
"08/17/26 21:06:17ET",Coppock,Berardelli,"Mex 1-Sullivans (CHS)","Met with chauncie. Asked about menu placement and he is going to add ICL in September when they re-print. Also asked where they were with JJ and they plan on revamping their beer list next month as well, so I will check back in then. Also let them know about SB Oktoberfest cans since they don’t have drafts here. ",0,https://bogmayer.bevtrack.net/assets/bogmayer/img/meetingImg/6a835ba8975ba.jpg,,,
"08/17/26 19:01:47ET",Kelley,Rohal,"Peaceful Henry's (CHS)","Bill is not in today. I was trying to get an early jump on getting his order in for Oktoberfest since we’re running low. I’ll have to come back tomorrow.",0,,,,
"08/17/26 20:32:05ET",Coppock,Jackson,"Poe's Tavern (CHS)","Cara said she’s still not bringing anything new in. Let me know she had quality control issues with ICL before and doesn’t want to risk bringing something in that she has to send back. Left a card just in case",0,https://bogmayer.bevtrack.net/assets/bogmayer/img/meetingImg/6a8353a4cb0c4.jpg,,,
"08/17/26 22:18:18ET",Gallo,,"R-Pub (CHS)","Small neighborhood pub. Talked with bartender about your JJ and naked and damn Yankee.. left cellsheet for owner and will reach out to Taylor for her account",0,,,,
"08/17/26 19:03:31ET",Kelley,Holyoak,"Rollers Wine & Beer Palmetto (CHS)","I confirmed with Andrew which beers we are bringing in from each brand for their Oktoberfest there. Our beer options will be ICL, JJ & SB Oktoberfest. I will have these orders in mid September..",0,,,,
"08/17/26 22:21:57ET",Coppock,Berardelli,"Smugglers - IOP (CHS)","Katie not in but got her card so will send an email or call this week ",0,https://bogmayer.bevtrack.net/assets/bogmayer/img/meetingImg/6a836d6415804.jpg,https://bogmayer.bevtrack.net/assets/bogmayer/img/meetingImg/6a836d649fcc5.jpg,,
"08/17/26 17:57:55ET",Coppock,Wannamaker,"Southern Roots - Park Circle (CHS)","Missed Taylor again, but Travis said he was going to make sure JJ was back on the next order. It’s still on their chalkboard. Going to try emailing Taylor re: the coaster program. ",0,https://bogmayer.bevtrack.net/assets/bogmayer/img/meetingImg/6a832f824c378.jpg,,,
"08/17/26 22:02:33ET",Gallo,Kuffel,"Spinx #0351 (CHS)","Beer and THC cooler still under construction for a few more weeks",0,,,,
"08/17/26 00:06:29ET",Coppock,Berardelli,"VFW-Isle Of Palms (CHS)","The post has a kegerator coming in and wants to have some local beers on draft. They definitely want to work with us. I’m an auxiliary member at this post, so I’m going to  keep in touch about maybe sponsoring some events ",0,https://bogmayer.bevtrack.net/assets/bogmayer/img/meetingImg/6a8385e54a68b.jpg,,,
"08/17/26 21:29:57ET",Coppock,Berardelli,"Windjammer (CHS)","Nikki not in today, so sent her a text re: fall beers, ICL back in stock ",0,https://bogmayer.bevtrack.net/assets/bogmayer/img/meetingImg/6a836134043d9.jpg,https://bogmayer.bevtrack.net/assets/bogmayer/img/meetingImg/6a8361348bd22.jpg,,
"08/16/26 20:23:44ET",Gallo,Scruggs,"Harris Teeter #410 (CHS)","Great stock on all skus - added some to cold shelf ",0,https://bogmayer.bevtrack.net/assets/bogmayer/img/meetingImg/6a82002f84346.jpg,,,
"08/15/26 19:56:37ET",Kelley,Holyoak,"Top Dawg Tavern - HHI (CHS)","John called and me back about SB’s Oktoberfest and told me he did want to pick some up. I’m going to go ahead and put that order through and let his rep know. He also wants to do an event when Oktoberfest rolls around with us. More details will be discussed as it gets closer..",1,,,,
"08/14/26 22:04:14ET",Gallo,Menard,"Fair Deal Grocery (CHS)","Got an order for damn Yankee 6 packs - will call Hannah on Monday. Left a text. ",1,,,,
"08/14/26 22:13:16ET",Gallo,Menard,"Jinya Ramen - Morrison (CHS)","Followed up on ICL kegs, missed Eddie but we are not on tap any longer. 
Need to to regroup with Eddie. ",0,,,,
"08/14/26 22:19:11ET",Gallo,Menard,"Leon's Oyster Shop (CHS)","No mgmt on yet but left sell sheet and card. Need to hit more of these one hitters. ",0,,,,
"08/14/26 21:33:08ET",Kelley,Holyoak,"Locals Only Taproom (CHS)","Stopped in to see Shona and drop a sample of SBs Oktoberfest.. she ended up wanting a 1/6 of it!",1,,,,
"08/14/26 22:02:34ET",Gallo,Zimmer,"Rappahannock Oyster Bar (CHS)","Talked with Keaton about Thursday ICL or  JJ special ",0,,,,
"08/13/26 20:32:26ET",Kelley,Rohal,"1711 Taphouse (CHS)","Spoke with Ashley over the phone she says Berry stomp went really well. I told her about SB‘s Oktoberfest out now and she wants to bring it in on draft!! I’m putting her order in now",1,,,,
"08/13/26 19:44:12ET",Coppock,Livingston,"Aji (CHS)","Not open until 4 pm. Thought I could maybe catch a manager or bartender setting up but the doors were locked and no one was around yet. ",0,,,,
